abbey street	None	 thursday-1	None
abbotsford court	None	 friday-1	None
abbotsford crescent	 tuesday-2	 tuesday-2	 Wednesday
abbotsford park	 tuesday-2	 tuesday-2	 Wednesday
abercorn avenue	 wednesday-2	 wednesday-2	 Friday
abercorn crescent	 wednesday-2	 wednesday-2	 Friday
abercorn drive	 wednesday-2	 wednesday-2	 Friday
abercorn gardens	 wednesday-2	 tuesday-1	 Tuesday
abercorn grove	 wednesday-2	 wednesday-2	 Friday
abercorn road	 wednesday-2	 wednesday-2	 Friday
abercorn terrace	 friday-2	 tuesday-1	 Friday
abercromby place	 wednesday-1	 tuesday-2	 Tuesday
abinger gardens	 friday-1	 wednesday-1	 Friday
achnacarry street	 thursday-2	 wednesday-2	 Thursday
adams well	 wednesday-2	 friday-1	 Wednesday
adamslaw place	None	 tuesday-2	 Friday
addiston crescent	 wednesday-1	 friday-1	 Wednesday
addiston farm road	 thursday-1	 tuesday-1	 Thursday
addiston grove	 wednesday-1	 friday-1	 Wednesday
addiston park	 wednesday-1	 friday-1	 Wednesday
adelphi grove	 friday-1	 friday-2	 Friday
adelphi place	 friday-1	 friday-2	 Friday
adit place	 thursday-1	 thursday-2	 Thursday
admiral terrace	 tuesday-2	 wednesday-1	 Tuesday
affleck court	 thursday-2	 friday-2	 Thursday
afton place	 tuesday-2	 wednesday-1	 Tuesday
afton terrace	 tuesday-2	 wednesday-1	 Tuesday
ainslie place	 wednesday-1	 wednesday-1	 Tuesday
aitchison's place	 friday-1	 friday-2	 Friday
alan breck gardens	 friday-1	 thursday-2	 Friday
albany street	 wednesday-1	 tuesday-2	 Tuesday
albert terrace	 tuesday-2	 friday-1	 Wednesday
albion place	None	 thursday-1	None
albion road	None	 thursday-1	None
albion terrace	None	 thursday-1	None
alcorn square	 wednesday-1	 wednesday-2	 Wednesday
alderbank gardens	 tuesday-1	 wednesday-1	 Tuesday
alderbank place	 tuesday-1	 wednesday-1	 Tuesday
alderbank terrace	 tuesday-1	 wednesday-1	 Tuesday
alemoor crescent	 wednesday-1	 wednesday-1	 Tuesday
alemoor park	 wednesday-1	 wednesday-1	 Tuesday
alexander drive	 tuesday-2	 friday-2	 Friday
alfred place	 wednesday-1	 thursday-1	 Friday
allan park	 thursday-1	 thursday-1	 Thursday
allan park crescent	 tuesday-2	 wednesday-1	 Wednesday
allan park drive	 tuesday-2	 wednesday-1	 Wednesday
allan park gardens	 tuesday-2	 wednesday-1	 Wednesday
allan park loan	 tuesday-2	 wednesday-1	 Wednesday
allan park road	 tuesday-2	 wednesday-1	 Wednesday
allison place	 thursday-1	 tuesday-2	 Thursday
alloway loan	None	 wednesday-2	None
almond bank cottages	 friday-1	 wednesday-1	 Thursday
almond green	 thursday-2	 friday-2	 Thursday
almond grove	 thursday-1	 wednesday-1	 Thursday
almond square	 thursday-2	 friday-2	 Thursday
almondbank terrace	 tuesday-1	 wednesday-1	 Tuesday
almondhill	 thursday-1	 tuesday-2	 Thursday
almondhill road	 thursday-1	 tuesday-2	 Thursday
almondhill steading	 thursday-1	 tuesday-2	 Thursday
almondside	 thursday-1	 thursday-1	 Thursday
alnwickhill court	 thursday-2	 wednesday-2	 Thursday
alnwickhill crescent	 thursday-2	 wednesday-2	 Thursday
alnwickhill drive	 thursday-2	 wednesday-2	 Thursday
alnwickhill gardens	 thursday-2	 wednesday-2	 Thursday
alnwickhill grove	 thursday-2	 wednesday-2	 Thursday
alnwickhill loan	 thursday-2	 wednesday-2	 Thursday
alnwickhill park	 thursday-2	 wednesday-2	 Thursday
alnwickhill terrace	 thursday-2	 wednesday-2	 Thursday
alnwickhill view	 thursday-2	 wednesday-2	 Thursday
alva place	None	 thursday-1	None
andrew balfour grove	 wednesday-1a	 thursday-1	 Friday
angle park terrace	 tuesday-2	 friday-1	 Tuesday
ann street	 tuesday-1	 tuesday-2	 Friday
annandale street	 wednesday-1	 thursday-1	 Tuesday
annfield street	 wednesday-1	 tuesday-1	 Tuesday
appin terrace	None	 wednesday-1	None
arboretum place	 tuesday-2	 friday-1	 Tuesday
arboretum road	 tuesday-2	 friday-1	 Tuesday
arden street	None	 wednesday-1	None
ardmillan place	 tuesday-1	 friday-1	 Tuesday
ardmillan terrace	 tuesday-2	 friday-1	 Tuesday
ardshiel avenue	 friday-1	 thursday-2	 Friday
argyle crescent	 friday-2	 tuesday-1	 Friday
argyle park terrace	 tuesday-1	 wednesday-1	 Wednesday
argyle place	 tuesday-2	 wednesday-1	 Wednesday
argyll terrace	 tuesday-1	 wednesday-1	 Tuesday
arkaig gardens	 thursday-2	 wednesday-2	 Thursday
armstrong road	None	 wednesday-2	None
arnott gardens	 tuesday-2	 thursday-2	 Wednesday
arrol place	 thursday-1	 wednesday-1	 Thursday
ashburnham gardens	 thursday-1	 wednesday-1	 Thursday
ashburnham loan	 thursday-1	 wednesday-1	 Thursday
ashburnham road	 thursday-1	 wednesday-1	 Thursday
ashley drive	 tuesday-2	 friday-1	 Tuesday
ashley gardens	 tuesday-2	 friday-1	 Tuesday
ashley grange	 wednesday-1	 friday-1	 Wednesday
ashley grove	 tuesday-2	 friday-1	 Tuesday
ashley place	None	 friday-1	None
ashley terrace	 tuesday-2	 friday-1	 Tuesday
ashton grove	 friday-1	 wednesday-2	 Friday
ashton villas	 friday-2	 wednesday-1	 Friday
ashville terrace	 wednesday-1	 thursday-2	 Tuesday
ashwood gait	 friday-1	 thursday-2	 Friday
atheling grove	 thursday-1	 tuesday-2	 Thursday
atholl terrace	 tuesday-1	 wednesday-1	 Tuesday
auchingane	 wednesday-2	 friday-1	 Thursday
auchinleck's brae	 wednesday-1	 tuesday-1	 Tuesday
auldgate	 thursday-1	 tuesday-1	 Thursday
avenel	 friday-1	 wednesday-1	 Thursday
avenue villas	 tuesday-2	 wednesday-2	 Tuesday
avon grove	 friday-1	 wednesday-1	 Thursday
avon place	 friday-1	 wednesday-1	 Thursday
avon road	 friday-1	 wednesday-1	 Thursday
avondale place	 tuesday-1	 tuesday-2	 Tuesday
baberton avenue	 wednesday-1	 tuesday-1	 Wednesday
baberton crescent	 wednesday-1	 tuesday-1	 Wednesday
baberton loan	 wednesday-1	 friday-1	 Wednesday
baberton mains avenue	 wednesday-1	 wednesday-2	 Wednesday
baberton mains bank	 wednesday-1	 wednesday-2	 Wednesday
baberton mains brae	 wednesday-1	 wednesday-2	 Wednesday
baberton mains court	 wednesday-1	 wednesday-2	 Wednesday
baberton mains crescent	 wednesday-1	 wednesday-2	 Wednesday
baberton mains dell	 wednesday-1	 wednesday-2	 Wednesday
baberton mains drive	 wednesday-1	 wednesday-2	 Wednesday
baberton mains gardens	 wednesday-1	 wednesday-2	 Wednesday
baberton mains green	 wednesday-1	 wednesday-2	 Wednesday
baberton mains grove	 wednesday-1	 wednesday-2	 Wednesday
baberton mains hill	 wednesday-1	 wednesday-2	 Wednesday
baberton mains lea	 wednesday-1	 wednesday-2	 Wednesday
baberton mains loan	 wednesday-1	 wednesday-2	 Wednesday
baberton mains park	 wednesday-1	 wednesday-2	 Wednesday
baberton mains place	 wednesday-1	 wednesday-2	 Wednesday
baberton mains rise	 wednesday-1	 wednesday-2	 Wednesday
baberton mains row	 wednesday-1	 wednesday-2	 Wednesday
baberton mains terrace	 wednesday-1	 wednesday-2	 Wednesday
baberton mains view	 wednesday-1	 wednesday-2	 Wednesday
baberton mains way	 wednesday-1	 wednesday-2	 Wednesday
baberton mains wood	 wednesday-1	 wednesday-2	 Wednesday
baberton mains wynd	 wednesday-1	 wednesday-2	 Wednesday
baberton park	 wednesday-1	 tuesday-1	 Wednesday
baberton square	 wednesday-1	 tuesday-1	 Wednesday
back dean	 friday-1	 wednesday-1	 Friday
backlee	 thursday-2	 wednesday-2	 Thursday
badger neuk	 wednesday-1	 thursday-2	 Thursday
badger way	 wednesday-1	 thursday-2	 Thursday
baileyfield road	 friday-2	 tuesday-2	 Friday
bailie grove	 friday-2	 wednesday-1	 Friday
bailie path	 friday-2	 thursday-1	 Friday
bailie place	 friday-2	 wednesday-1	 Friday
bailie terrace	 friday-2	 wednesday-1	 Friday
bain rigg	None	 thursday-2	None
bain street	None	 thursday-2	None
baird avenue	 friday-2	 wednesday-1	 Friday
baird drive	 friday-2	 wednesday-1	 Friday
baird gardens	 friday-2	 wednesday-1	 Friday
baird grove	 friday-2	 wednesday-1	 Friday
baird road	 thursday-1	 wednesday-2	 Thursday
baird terrace	 friday-2	 wednesday-1	 Friday
balbirnie place	 tuesday-2	 wednesday-1	 Friday
balcarres street	 tuesday-1	 thursday-1	 Wednesday
balcomie gardens	 thursday-1	 tuesday-2	 Thursday
balderston gardens	 friday-1	 friday-1	 Friday
balderston gardens north	 friday-1	 friday-1	 Friday
balfour place	None	 friday-1	None
balfour street	 wednesday-1	 friday-1	 Tuesday
balfron loan	 friday-1	 thursday-2	 Friday
balgreen avenue	 friday-2	 wednesday-1	 Friday
balgreen gardens	 friday-2	 wednesday-1	 Friday
balgreen park	 friday-2	 wednesday-1	 Friday
ballantyne lane	None	 friday-1	None
ballantyne place	 wednesday-1	 friday-1	 Wednesday
balmoral place	 tuesday-1	 tuesday-2	 Tuesday
balmwell avenue	 thursday-2	 wednesday-2	 Thursday
balmwell grove	 thursday-2	 wednesday-2	 Thursday
balmwell park	 thursday-2	 wednesday-2	 Thursday
balmwell terrace	 thursday-2	 wednesday-2	 Thursday
balneil place	 thursday-1	 tuesday-2	 Thursday
bangholm avenue	 tuesday-2	 tuesday-1	 Tuesday
bangholm bower avenue	 tuesday-2	 wednesday-1	 Tuesday
bangholm grove	 tuesday-2	 tuesday-1	 Tuesday
bangholm loan	 tuesday-2	 tuesday-1	 Tuesday
bangholm park	 tuesday-2	 tuesday-1	 Tuesday
bangholm road	 tuesday-2	 tuesday-1	 Tuesday
bangholm terrace	 tuesday-1	 friday-1	 Tuesday
bangholm view	 tuesday-2	 tuesday-1	 Tuesday
bangholm villas	 tuesday-2	 tuesday-1	 Tuesday
bangor road	 wednesday-1	 friday-1	 Tuesday
bankhead grove	 thursday-1	 wednesday-1	 Thursday
bankhead road	 thursday-1	 tuesday-1	 Thursday
bannerman cruick	None	 friday-2	None
bannerman terrace	None	 friday-2	None
barn park	None	 wednesday-2	None
barn park crescent	 wednesday-2	 wednesday-2	 Wednesday
barnie terrace	None	 tuesday-2	None
barnshot road	 wednesday-2	 tuesday-2	 Wednesday
barntalloch court	 thursday-2	 friday-2	 Thursday
barnton avenue	 friday-1	 thursday-1	 Tuesday
barnton avenue west	 friday-1	 wednesday-1	 Thursday
barnton brae	 friday-1	 wednesday-1	 Thursday
barnton gardens	 friday-1	 thursday-1	 Tuesday
barnton grove	 thursday-2	 tuesday-1	 Thursday
barnton loan	 friday-1	 tuesday-1	 Tuesday
barnton park	 friday-1	 thursday-1	 Tuesday
barnton park avenue	 thursday-2	 tuesday-1	 Thursday
barnton park crescent	 thursday-2	 tuesday-1	 Thursday
barnton park dell	 thursday-2	 tuesday-1	 Thursday
barnton park drive	 thursday-2	 tuesday-1	 Thursday
barnton park gardens	 thursday-2	 tuesday-1	 Thursday
barnton park grove	 thursday-2	 tuesday-1	 Thursday
barnton park place	 thursday-2	 tuesday-1	 Thursday
barnton park view	 thursday-2	 tuesday-1	 Thursday
barnton park wood	 thursday-2	 tuesday-1	 Thursday
barntongate avenue	 thursday-2	 tuesday-2	 Thursday
barntongate drive	 thursday-2	 tuesday-2	 Thursday
barntongate terrace	 thursday-2	 tuesday-2	 Thursday
barnyard park crescent	 thursday-2	 friday-1	 Wednesday
barnyard park loan	 thursday-2	 friday-1	 Wednesday
barnyard park rigg	 thursday-2	 friday-1	 Wednesday
baronscourt road	 wednesday-2	 wednesday-2	 Friday
baronscourt terrace	 wednesday-2	 wednesday-2	 Friday
barony street	 wednesday-1	 tuesday-2	 Tuesday
barony terrace	 friday-1	 friday-2	 Friday
bath place	 friday-1	 friday-2	 Friday
bath street	 friday-2	 friday-2	 Friday
bathfield	 wednesday-1	 friday-1	 Tuesday
bauld drive	 wednesday-1a	 thursday-1	 Friday
bavelaw gardens	 wednesday-1	 thursday-1	 Wednesday
bavelaw green	 wednesday-1	 thursday-1	 Wednesday
beach lane	 friday-2	 friday-2	 Friday
beauchamp grove	 thursday-2	 thursday-2	 Thursday
beauchamp road	 thursday-2	 thursday-2	 Thursday
beaufort road	 tuesday-2	 wednesday-1	 Wednesday
bedford terrace	 friday-2	 tuesday-1	 Friday
beechmount crescent	 friday-2	 wednesday-1	 Friday
beechmount park	 friday-2	 wednesday-1	 Friday
beechwood mains	 friday-1	 thursday-1	 Friday
beechwood terrace	 wednesday-1	 thursday-2	 Tuesday
belford avenue	 friday-2	 thursday-2	 Friday
belford gardens	 friday-2	 thursday-2	 Friday
belford park	 tuesday-2	 tuesday-1	 Friday
belford place	 tuesday-1	 wednesday-1	 Friday
belford terrace	 tuesday-2	 wednesday-1	 Friday
belgrave crescent	 tuesday-1	 thursday-2	 Friday
belgrave crescent lane	 tuesday-1	 thursday-2	 Friday
belgrave gardens	 friday-1	 friday-2	 Friday
belgrave place	 tuesday-1	 thursday-2	 Friday
belgrave road	 friday-1	 friday-2	 Friday
belgrave terrace	 friday-1	 friday-2	 Friday
belhaven terrace	None	 thursday-1	None
bell place	 tuesday-1	 tuesday-2	 Tuesday
bellevue crescent	 wednesday-1	 tuesday-2	 Tuesday
bellevue gardens	 wednesday-1	 thursday-1	 Tuesday
bellevue grove	 wednesday-1	 thursday-1	 Tuesday
bellevue place	 wednesday-1	 thursday-1	 Tuesday
bellevue road	 wednesday-1	 thursday-1	 Tuesday
bellevue street	 wednesday-1	 thursday-1	 Tuesday
bellevue terrace	 wednesday-1	 tuesday-2	 Tuesday
bellfield lane	 friday-1	 friday-2	 Friday
bellfield street	 friday-2	 friday-2	 Friday
bellfield terrace	 friday-1	 friday-2	 Friday
bellrock park	 tuesday-1	 friday-2	 Thursday
belmont avenue	 friday-2	 wednesday-1	 Friday
belmont crescent	 friday-2	 wednesday-1	 Friday
belmont drive	 friday-2	 wednesday-1	 Friday
belmont gardens	 friday-2	 wednesday-1	 Friday
belmont park	 friday-2	 wednesday-1	 Friday
belmont road	 wednesday-1	 tuesday-1	 Wednesday
belmont terrace	 friday-1	 thursday-1	 Friday
belmont view	 friday-2	 wednesday-1	 Friday
benhar road	 wednesday-1a	 thursday-1	 Friday
beresford avenue	 tuesday-2	 tuesday-1	 Tuesday
beresford gardens	 tuesday-2	 tuesday-1	 Tuesday
beresford place	 tuesday-2	 tuesday-1	 Tuesday
beresford terrace	 tuesday-2	 tuesday-1	 Tuesday
bethlehem way	None	 wednesday-1	None
biggar road	 tuesday-1	 tuesday-1	 Thursday
bill douglas grove	 wednesday-1a	 thursday-1	 Friday
bingham avenue	 friday-2	 friday-2	 Friday
bingham broadway	 friday-2	 friday-2	 Friday
bingham crescent	 friday-2	 friday-2	 Friday
bingham crossway	 friday-2	 friday-2	 Friday
bingham drive	 friday-2	 friday-2	 Friday
bingham medway	 friday-2	 friday-2	 Friday
bingham place	 friday-2	 friday-2	 Friday
bingham way	 friday-2	 friday-2	 Friday
blackadder drive	 wednesday-1	 wednesday-1	 Wednesday
blackbarony road	 thursday-2	 wednesday-2	 Wednesday
blackburn crag	 thursday-1	 friday-1	 Thursday
blackchapel close	 wednesday-1a	 thursday-1	 Friday
blackchapel road	 wednesday-1a	 thursday-1	 Friday
blacket avenue	 wednesday-1	 thursday-1	 Friday
blacket place	 wednesday-1	 thursday-1	 Friday
blackford avenue	 tuesday-2	 tuesday-2	 Wednesday
blackford bank	 tuesday-2	 tuesday-2	 Wednesday
blackford glen road	 thursday-2	 wednesday-2	 Thursday
blackford hill grove	 tuesday-2	 tuesday-2	 Wednesday
blackford hill rise	 tuesday-2	 tuesday-2	 Wednesday
blackford hill view	 tuesday-2	 tuesday-2	 Wednesday
blackford road	 tuesday-2	 wednesday-1	 Wednesday
blackie road	 wednesday-1	 wednesday-1	 Tuesday
blackthorn court	 thursday-2	 tuesday-2	 Thursday
blackwood crescent	None	 wednesday-2	None
blaeberry gardens	 thursday-2	 tuesday-2	 Thursday
blantyre terrace	 tuesday-1	 tuesday-2	 Wednesday
bleachfield	 wednesday-1	 friday-1	 Tuesday
blenheim place	 wednesday-1	 thursday-1	 Tuesday
blinkbonny avenue	 friday-2	 thursday-2	 Friday
blinkbonny crescent	 friday-2	 wednesday-2	 Friday
blinkbonny gardens	 friday-2	 thursday-2	 Friday
blinkbonny grove	 friday-2	 wednesday-2	 Friday
blinkbonny grove west	 friday-2	 wednesday-2	 Friday
blinkbonny terrace	 friday-2	 wednesday-2	 Friday
bluebell terrace	 friday-1	 tuesday-2	 Friday
bogsmill road	 wednesday-1	 thursday-1	 Wednesday
bonaly avenue	 wednesday-2	 tuesday-2	 Wednesday
bonaly brae	 wednesday-2	 tuesday-2	 Wednesday
bonaly crescent	 wednesday-2	 tuesday-2	 Wednesday
bonaly drive	 wednesday-2	 tuesday-2	 Wednesday
bonaly gardens	 wednesday-2	 tuesday-2	 Wednesday
bonaly grove	 wednesday-2	 tuesday-2	 Wednesday
bonaly rise	 wednesday-2	 tuesday-2	 Wednesday
bonaly steading	 wednesday-2	 tuesday-2	 Wednesday
bonaly terrace	 wednesday-2	 tuesday-2	 Wednesday
bonaly wester	 wednesday-2	 tuesday-2	 Wednesday
bonnington	 thursday-1	 tuesday-1	 Thursday
bonnington avenue	 wednesday-1	 friday-1	 Tuesday
bonnington grove	 tuesday-1	 thursday-2	 Tuesday
bonnington terrace	 wednesday-1	 friday-1	 Tuesday
bonnybridge drive	 friday-1	 thursday-1	 Friday
bonnyhaugh lane	 wednesday-1	 friday-1	 Tuesday
boothacre cottages	 wednesday-1	 wednesday-1	 Tuesday
boothacre lane	 wednesday-1	 wednesday-1	 Tuesday
borrowman square	 thursday-1	 tuesday-2	 Thursday
borthwick place	 tuesday-1	 wednesday-1	 Friday
boswall avenue	 tuesday-2	 thursday-1	 Tuesday
boswall crescent	 tuesday-2	 thursday-1	 Tuesday
boswall drive	 tuesday-2	 thursday-1	 Tuesday
boswall gardens	 tuesday-2	 thursday-1	 Tuesday
boswall green	 tuesday-2	 thursday-1	 Tuesday
boswall grove	 tuesday-2	 thursday-1	 Tuesday
boswall loan	 tuesday-2	 thursday-1	 Tuesday
boswall parkway	None	 friday-2	 Tuesday
boswall place	 tuesday-2	 thursday-1	 Tuesday
boswall quadrant	 tuesday-2	 thursday-1	 Tuesday
boswall road	 tuesday-2	 wednesday-1	 Tuesday
boswall square	 tuesday-2	 thursday-1	 Tuesday
boswall terrace	 tuesday-2	 thursday-1	 Tuesday
bowbridge crescent	 thursday-2	 wednesday-2	 Thursday
bowes place	 friday-1	 tuesday-2	 Friday
bowling green road	 thursday-1	 thursday-1	 Thursday
brae park	 friday-1	 tuesday-1	 Thursday
brae park road	 friday-1	 tuesday-1	 Thursday
braeburn drive	 wednesday-1	 friday-1	 Wednesday
braefoot terrace	 thursday-2	 wednesday-2	 Wednesday
braehead avenue	 friday-1	 tuesday-1	 Thursday
braehead bank	 friday-1	 tuesday-1	 Thursday
braehead crescent	 friday-1	 tuesday-1	 Thursday
braehead drive	 friday-1	 tuesday-1	 Thursday
braehead grove	 friday-1	 tuesday-1	 Thursday
braehead loan	 friday-1	 tuesday-1	 Thursday
braehead park	 friday-1	 tuesday-1	 Thursday
braehead road	 friday-1	 tuesday-1	 Thursday
braehead row	 friday-1	 tuesday-1	 Thursday
braehead view	 friday-1	 tuesday-1	 Thursday
braid avenue	None	 wednesday-2	 Wednesday
braid crescent	 tuesday-1	 wednesday-2	 Wednesday
braid farm road	 tuesday-1	 wednesday-2	 Wednesday
braid hills approach	 tuesday-1	 thursday-2	 Thursday
braid hills avenue	 tuesday-1	 wednesday-2	 Wednesday
braid hills crescent	 tuesday-1	 wednesday-2	 Wednesday
braid hills road	 tuesday-1	 wednesday-2	 Wednesday
braid mount	 tuesday-1	 thursday-2	 Thursday
braid mount crest	 tuesday-1	 thursday-2	 Thursday
braid mount rise	 tuesday-1	 thursday-2	 Thursday
braid mount view	 tuesday-1	 thursday-2	 Thursday
braidburn crescent	 tuesday-1	 wednesday-2	 Wednesday
braidburn terrace	 tuesday-1	 wednesday-2	 Wednesday
bramble drive	 thursday-2	 tuesday-2	 Thursday
bramdean grove	 tuesday-1	 thursday-2	 Thursday
bramdean place	 tuesday-1	 thursday-2	 Thursday
bramdean rise	 tuesday-1	 thursday-2	 Thursday
bramdean view	 tuesday-1	 thursday-2	 Thursday
brand drive	 friday-2	 wednesday-1	 Friday
brand gardens	 friday-2	 wednesday-1	 Friday
branders place	 thursday-1	 tuesday-2	 Thursday
brandon terrace	None	 friday-1	None
breadalbane terrace	 tuesday-1	 wednesday-1	 Tuesday
briarbank terrace	 tuesday-1	 wednesday-1	 Tuesday
brickfield	 friday-1	 friday-2	 Friday
bridge end	 friday-1	 thursday-1	 Friday
bridge place	 tuesday-1	 tuesday-2	 Tuesday
bridge street	None	 wednesday-2	None
briery bauks	 friday-1	 wednesday-2	 Wednesday
briggers brae	 thursday-1	 wednesday-1	 Thursday
briggers wynd	 thursday-1	 wednesday-1	 Thursday
brighouse park court	 friday-1	 wednesday-1	 Thursday
brighouse park crescent	 friday-1	 wednesday-1	 Thursday
brighouse park cross	 friday-1	 wednesday-1	 Thursday
brighouse park drive	 friday-1	 wednesday-1	 Thursday
brighouse park gait	 friday-1	 wednesday-1	 Thursday
brighouse park gardens	 friday-1	 wednesday-1	 Thursday
brighouse park rigg	 friday-1	 wednesday-1	 Thursday
bright terrace	 tuesday-1	 wednesday-1	 Tuesday
bright's crescent	 tuesday-2	 wednesday-2	 Wednesday
brighton place	 friday-2	 wednesday-1	 Friday
brighton street	None	 thursday-1	None
britwell crescent	 wednesday-2	 tuesday-1	 Tuesday
brock view	 wednesday-1	 friday-2	 Wednesday
brocken brigg road	 wednesday-1	 friday-2	 Thursday
broombank terrace	 friday-1	 tuesday-2	 Wednesday
broomburn grove	 friday-1	 tuesday-2	 Wednesday
broomfield crescent	 friday-1	 thursday-1	 Wednesday
broomhall avenue	 friday-1	 tuesday-2	 Wednesday
broomhall bank	 friday-1	 tuesday-2	 Wednesday
broomhall crescent	 friday-1	 tuesday-2	 Wednesday
broomhall drive	None	 tuesday-2	 Wednesday
broomhall gardens	 friday-1	 tuesday-2	 Wednesday
broomhall loan	 friday-1	 tuesday-2	 Wednesday
broomhall park	 friday-1	 tuesday-2	 Wednesday
broomhall place	 friday-1	 tuesday-2	 Wednesday
broomhall road	 friday-1	 tuesday-2	 Wednesday
broomhall terrace	 friday-1	 tuesday-2	 Wednesday
broomhouse avenue	 thursday-2	 thursday-2	 Friday
broomhouse bank	 thursday-2	 thursday-2	 Friday
broomhouse cottages	 thursday-2	 thursday-2	 Friday
broomhouse cottages west	 thursday-2	 thursday-2	 Friday
broomhouse court	 thursday-2	 thursday-2	 Friday
broomhouse crescent	 thursday-2	 thursday-2	 Friday
broomhouse drive	 thursday-2	 thursday-2	 Friday
broomhouse gardens	 thursday-2	 thursday-2	 Friday
broomhouse gardens east	 thursday-2	 thursday-2	 Friday
broomhouse gardens west	 thursday-2	 thursday-2	 Friday
broomhouse grove	 thursday-2	 thursday-2	 Friday
broomhouse loan	 thursday-2	 thursday-2	 Friday
broomhouse market	 thursday-2	 thursday-2	 Friday
broomhouse medway	 thursday-2	 thursday-2	 Friday
broomhouse park	 thursday-2	 thursday-2	 Friday
broomhouse path	 thursday-2	 thursday-2	 Friday
broomhouse place north	 thursday-2	 thursday-2	 Friday
broomhouse place south	 thursday-2	 thursday-2	 Friday
broomhouse row	 thursday-2	 thursday-2	 Friday
broomhouse square	 thursday-2	 thursday-2	 Friday
broomhouse street north	 thursday-2	 thursday-2	 Friday
broomhouse street south	 thursday-2	 thursday-2	 Friday
broomhouse terrace	 thursday-2	 thursday-2	 Friday
broomhouse walk	 thursday-2	 thursday-2	 Friday
broomhouse way	 thursday-2	 thursday-2	 Friday
broomlea crescent	 friday-1	 tuesday-2	 Wednesday
broompark road	 friday-1	 tuesday-2	 Wednesday
broomside terrace	 friday-1	 thursday-1	 Wednesday
broomyknowe	 tuesday-2	 wednesday-1	 Wednesday
brosie road	 wednesday-1	 friday-2	 Thursday
brougham place	None	 wednesday-1	None
brougham street	None	 wednesday-1	None
broughton place	 wednesday-1	 tuesday-2	 Tuesday
broughton place lane	 wednesday-1	 tuesday-2	 Tuesday
broughton road	 wednesday-1	 friday-1	 Tuesday
bruce street	None	 thursday-1	None
brunstane bank	 friday-2	 tuesday-1	 Friday
brunstane crescent	 friday-2	 tuesday-1	 Friday
brunstane drive	 friday-2	 wednesday-1	 Friday
brunstane gardens	 friday-1a	 friday-2	 Friday
brunstane gardens mews	 friday-2	 friday-2	 Friday
brunstane mill road	 friday-2	 tuesday-1	 Friday
brunstane road north	 friday-2	 tuesday-1	 Friday
brunstane road south	 friday-2	 wednesday-1	 Friday
brunswick road	None	 thursday-1	None
brunswick street	None	 thursday-1	None
brunswick terrace	 wednesday-2	 thursday-1	 Tuesday
brunton gardens	None	 thursday-1	None
brunton place	None	 thursday-1	None
brunton terrace	None	 thursday-1	None
bruntsfield avenue	 tuesday-1	 tuesday-2	 Wednesday
bruntsfield crescent	 tuesday-2	 tuesday-2	 Wednesday
bruntsfield gardens	None	 tuesday-2	None
bruntsfield place	 tuesday-2	 tuesday-2	 Tuesday
bruntsfield terrace	 tuesday-2	 tuesday-2	 Wednesday
bryce avenue	 wednesday-2	 tuesday-2	 Tuesday
bryce crescent	 wednesday-1	 tuesday-1	 Wednesday
bryce place	 wednesday-1	 tuesday-1	 Wednesday
bryce road	 wednesday-1	 tuesday-1	 Wednesday
bryson road	None	 friday-1	None
buccleuch street	None	 thursday-1	None
buchanan street	None	 thursday-1	None
buckingham terrace	 tuesday-1	 thursday-2	 Friday
buckstane park	 tuesday-1	 thursday-2	 Thursday
buckstone avenue	 tuesday-1	 friday-2	 Thursday
buckstone bank	 tuesday-1	 friday-2	 Thursday
buckstone circle	 tuesday-1	 friday-2	 Thursday
buckstone close	 tuesday-1	 friday-2	 Thursday
buckstone court	 tuesday-1	 friday-2	 Thursday
buckstone crescent	 tuesday-1	 friday-2	 Thursday
buckstone crook	 tuesday-1	 friday-2	 Thursday
buckstone dell	 tuesday-1	 friday-2	 Thursday
buckstone drive	 tuesday-1	 friday-2	 Thursday
buckstone gardens	 tuesday-1	 friday-2	 Thursday
buckstone gate	 tuesday-1	 friday-2	 Thursday
buckstone green	 tuesday-1	 friday-2	 Thursday
buckstone grove	 tuesday-1	 friday-2	 Thursday
buckstone hill	 tuesday-1	 friday-2	 Thursday
buckstone howe	 tuesday-1	 friday-2	 Thursday
buckstone lea	 tuesday-1	 friday-2	 Thursday
buckstone loan	 tuesday-1	 friday-2	 Thursday
buckstone loan east	 tuesday-1	 friday-2	 Thursday
buckstone neuk	 tuesday-1	 friday-2	 Thursday
buckstone place	 tuesday-1	 friday-2	 Thursday
buckstone rise	 tuesday-1	 friday-2	 Thursday
buckstone road	 tuesday-1	 friday-2	 Thursday
buckstone row	 tuesday-1	 friday-2	 Thursday
buckstone shaw	 tuesday-1	 friday-2	 Thursday
buckstone terrace	 tuesday-1	 thursday-2	 Thursday
buckstone view	 tuesday-1	 friday-2	 Thursday
buckstone way	 tuesday-1	 friday-2	 Thursday
buckstone wood	 tuesday-1	 friday-2	 Thursday
buckstone wynd	 tuesday-1	 friday-2	 Thursday
bughtlin drive	 thursday-2	 friday-2	 Thursday
bughtlin gardens	 thursday-2	 friday-2	 Thursday
bughtlin green	 thursday-2	 friday-2	 Thursday
bughtlin loan	 thursday-2	 friday-2	 Thursday
bughtlin market	 thursday-2	 friday-2	 Thursday
bughtlin park	 thursday-2	 friday-2	 Thursday
